"State","Method","Year","Month","Value"
"State1","Copper- T 380-A IUD",2020,"June",2618
"State1","Copper- T 380-A IUD",2020,"July",2570
"State1","Copper- T 380-A IUD",2020,"August",2620
"State1","Copper- T 380-A IUD",2020,"September",2578
"State1","Copper- T 380-A IUD",2020,"October",2566
"State1","Copper- T 380-A IUD",2020,"November",2582
"State1","Copper- T 380-A IUD",2020,"December",2604
"State1","Depo Provera (DMPA)",2020,"January",100056
"State1","Depo Provera (DMPA)",2020,"February",105107
"State1","Depo Provera (DMPA)",2020,"March",102381
"State1","Depo Provera (DMPA)",2020,"April",100094
"State1","Depo Provera (DMPA)",2020,"May",98949
"State1","Depo Provera (DMPA)",2020,"June",104778
"State1","Depo Provera (DMPA)",2020,"July",103980
"State1","Depo Provera (DMPA)",2020,"August",100361
"State1","Depo Provera (DMPA)",2020,"September",104371
"State1","Depo Provera (DMPA)",2020,"October",102407
"State1","Depo Provera (DMPA)",2020,"November",102840
"State1","Depo Provera (DMPA)",2020,"December",102587
"State1","EC",2020,"January",29758
"State1","EC",2020,"February",29517
"State1","EC",2020,"March",28350
"State1","EC",2020,"April",28993
"State1","EC",2020,"May",29034
"State1","EC",2020,"June",29756
"State1","EC",2020,"July",29102
"State1","EC",2020,"August",28396
"State1","EC",2020,"September",29275
"State1","EC",2020,"October",28343
"State1","EC",2020,"November",28141
"State1","EC",2020,"December",28640
"State1","Female Condom",2020,"January",46956
"State1","Female Condom",2020,"February",44645
"State1","Female Condom",2020,"March",46232
"State1","Female Condom",2020,"April",44053
"State1","Female Condom",2020,"May",48141
"State1","Female Condom",2020,"June",46010
"State1","Female Condom",2020,"July",47537
"State1","Female Condom",2020,"August",47245
"State1","Female Condom",2020,"September",44692
"State1","Female Condom",2020,"October",45205
"State1","Female Condom",2020,"November",44972
"State1","Female Condom",2020,"December",47478
"State1","Implanon",2020,"January",9891
"State1","Implanon",2020,"February",9959
"State1","Implanon",2020,"March",10251
"State1","Implanon",2020,"April",10331
"State1","Implanon",2020,"May",9834
"State1","Implanon",2020,"June",9734
"State1","Implanon",2020,"July",10354
"State1","Implanon",2020,"August",9965
"State1","Implanon",2020,"September",9697
"State1","Implanon",2020,"October",10008
"State1","Implanon",2020,"November",10197
"State1","Implanon",2020,"December",10165
"State1","Jadelle",2020,"January",16026
"State1","Jadelle",2020,"February",16125
"State1","Jadelle",2020,"March",15643
"State1","Jadelle",2020,"April",15552
"State1","Jadelle",2020,"May",15653
"State1","Jadelle",2020,"June",15886
"State1","Jadelle",2020,"July",15975
"State1","Jadelle",2020,"August",15818
"State1","Jadelle",2020,"September",15775
"State1","Jadelle",2020,"October",15880
"State1","Jadelle",2020,"November",15850
"State1","Jadelle",2020,"December",15830
"State1","LAM",2020,"January",28731
"State1","LAM",2020,"February",30779
"State1","LAM",2020,"March",31005
"State1","LAM",2020,"April",29201
"State1","LAM",2020,"May",28505
"State1","LAM",2020,"June",29573
"State1","LAM",2020,"July",29936
"State1","LAM",2020,"August",31053
"State1","LAM",2020,"September",29350
"State1","LAM",2020,"October",29733
"State1","LAM",2020,"November",29185
"State1","LAM",2020,"December",30005
"State1","LNG-IUS",2020,"January",0
"State1","LNG-IUS",2020,"February",0
"State1","LNG-IUS",2020,"March",0
"State1","LNG-IUS",2020,"April",0
"State1","LNG-IUS",2020,"May",0
"State1","LNG-IUS",2020,"June",0
"State1","LNG-IUS",2020,"July",0
"State1","LNG-IUS",2020,"August",0
"State1","LNG-IUS",2020,"September",0
"State1","LNG-IUS",2020,"October",0
"State1","LNG-IUS",2020,"November",0
"State1","LNG-IUS",2020,"December",0
"State1","Lunelle",2020,"January",0
"State1","Lunelle",2020,"February",0
"State1","Lunelle",2020,"March",0
"State1","Lunelle",2020,"April",0
"State1","Lunelle",2020,"May",0
"State1","Lunelle",2020,"June",0
"State1","Lunelle",2020,"July",0
"State1","Lunelle",2020,"August",0
"State1","Lunelle",2020,"September",0
"State1","Lunelle",2020,"October",0
"State1","Lunelle",2020,"November",0
"State1","Lunelle",2020,"December",0
"State1","Male Condom",2020,"January",3637978
"State1","Male Condom",2020,"February",3580365
"State1","Male Condom",2020,"March",3590515
"State1","Male Condom",2020,"April",3537774
"State1","Male Condom",2020,"May",3645667
"State1","Male Condom",2020,"June",3443826
"State1","Male Condom",2020,"July",3510724
"State1","Male Condom",2020,"August",3498619
"State1","Male Condom",2020,"September",3414836
"State1","Male Condom",2020,"October",3617880
"State1","Male Condom",2020,"November",3577526
"State1","Male Condom",2020,"December",3509853
"State1","Noristerat (NET-En)",2020,"January",4019
"State1","Noristerat (NET-En)",2020,"February",4060
"State1","Noristerat (NET-En)",2020,"March",3933
"State1","Noristerat (NET-En)",2020,"April",4025
"State1","Noristerat (NET-En)",2020,"May",3886
"State1","Noristerat (NET-En)",2020,"June",4145
"State1","Noristerat (NET-En)",2020,"July",3899
"State1","Noristerat (NET-En)",2020,"August",3937
"State1","Noristerat (NET-En)",2020,"September",4042
"State1","Noristerat (NET-En)",2020,"October",3969
"State1","Noristerat (NET-En)",2020,"November",3981
"State1","Noristerat (NET-En)",2020,"December",4148
"State1","Other Injectable",2020,"January",0
"State1","Other Injectable",2020,"February",0
"State1","Other Injectable",2020,"March",0
"State1","Other Injectable",2020,"April",0
"State1","Other Injectable",2020,"May",0
"State1","Other Injectable",2020,"June",0
"State1","Other Injectable",2020,"July",0
"State1","Other Injectable",2020,"August",0
"State1","Other Injectable",2020,"September",0
"State1","Other Injectable",2020,"October",0
"State1","Other Injectable",2020,"November",0
"State1","Other Injectable",2020,"December",0
"State1","Other OC Pill",2020,"January",0
"State1","Other OC Pill",2020,"February",0
"State1","Other OC Pill",2020,"March",0
"State1","Other OC Pill",2020,"April",0
"State1","Other OC Pill",2020,"May",0
"State1","Other OC Pill",2020,"June",0
"State1","Other OC Pill",2020,"July",0
"State1","Other OC Pill",2020,"August",0
"State1","Other OC Pill",2020,"September",0
"State1","Other OC Pill",2020,"October",0
"State1","Other OC Pill",2020,"November",0
"State1","Other OC Pill",2020,"December",0
"State1","Progestin only (POP)",2020,"January",153652
"State1","Progestin only (POP)",2020,"February",148625
"State1","Progestin only (POP)",2020,"March",152305
"State1","Progestin only (POP)",2020,"April",149209
"State1","Progestin only (POP)",2020,"May",156604
"State1","Progestin only (POP)",2020,"June",157162
"State1","Progestin only (POP)",2020,"July",155182
"State1","Progestin only (POP)",2020,"August",154826
"State1","Progestin only (POP)",2020,"September",149402
"State1","Progestin only (POP)",2020,"October",156625
"State1","Progestin only (POP)",2020,"November",151269
"State1","Progestin only (POP)",2020,"December",150783
"State1","Sayana Press",2020,"January",27156
"State1","Sayana Press",2020,"February",27081
"State1","Sayana Press",2020,"March",26409
"State1","Sayana Press",2020,"April",27298
"State1","Sayana Press",2020,"May",26892
"State1","Sayana Press",2020,"June",26509
"State1","Sayana Press",2020,"July",27524
"State1","Sayana Press",2020,"August",26538
"State1","Sayana Press",2020,"September",27481
"State1","Sayana Press",2020,"October",27850
"State1","Sayana Press",2020,"November",26088
"State1","Sayana Press",2020,"December",26516
"State1","SDM (Standard Days)",2020,"January",2766
"State1","SDM (Standard Days)",2020,"February",2827
"State1","SDM (Standard Days)",2020,"March",2798
"State1","SDM (Standard Days)",2020,"April",2709
"State1","SDM (Standard Days)",2020,"May",2655
"State1","SDM (Standard Days)",2020,"June",2813
"State1","SDM (Standard Days)",2020,"July",2739
"State1","SDM (Standard Days)",2020,"August",2668
"State1","SDM (Standard Days)",2020,"September",2693
"State1","SDM (Standard Days)",2020,"October",2837
"State1","SDM (Standard Days)",2020,"November",2852
"State1","SDM (Standard Days)",2020,"December",2680
"State1","Sino-Implant",2020,"January",0
"State1","Sino-Implant",2020,"February",0
"State1","Sino-Implant",2020,"March",0
"State1","Sino-Implant",2020,"April",0
"State1","Sino-Implant",2020,"May",0
"State1","Sino-Implant",2020,"June",0
"State1","Sino-Implant",2020,"July",0
"State1","Sino-Implant",2020,"August",0
"State1","Sino-Implant",2020,"September",0
"State1","Sino-Implant",2020,"October",0
"State1","Sino-Implant",2020,"November",0
"State1","Sino-Implant",2020,"December",0
"State1","Spermicides",2020,"January",337
"State1","Spermicides",2020,"February",332
"State1","Spermicides",2020,"March",353
"State1","Spermicides",2020,"April",342
"State1","Spermicides",2020,"May",351
"State1","Spermicides",2020,"June",358
"State1","Spermicides",2020,"July",363
"State1","Spermicides",2020,"August",342
"State1","Spermicides",2020,"September",345
"State1","Spermicides",2020,"October",332
"State1","Spermicides",2020,"November",363
"State1","Spermicides",2020,"December",354
"State1","Tubal Ligation (F)",2020,"January",505
"State1","Tubal Ligation (F)",2020,"February",486
"State1","Tubal Ligation (F)",2020,"March",518
"State1","Tubal Ligation (F)",2020,"April",498
"State1","Tubal Ligation (F)",2020,"May",498
"State1","Tubal Ligation (F)",2020,"June",502
"State1","Tubal Ligation (F)",2020,"July",491
"State1","Tubal Ligation (F)",2020,"August",514
"State1","Tubal Ligation (F)",2020,"September",510
"State1","Tubal Ligation (F)",2020,"October",521
"State1","Tubal Ligation (F)",2020,"November",511
"State1","Tubal Ligation (F)",2020,"December",522
"State1","Vaginal barrier",2020,"January",0
"State1","Vaginal barrier",2020,"February",0
"State1","Vaginal barrier",2020,"March",0
"State1","Vaginal barrier",2020,"April",0
"State1","Vaginal barrier",2020,"May",0
"State1","Vaginal barrier",2020,"June",0
"State1","Vaginal barrier",2020,"July",0
"State1","Vaginal barrier",2020,"August",0
"State1","Vaginal barrier",2020,"September",0
"State1","Vaginal barrier",2020,"October",0
"State1","Vaginal barrier",2020,"November",0
"State1","Vaginal barrier",2020,"December",0
"State1","Vasectomy (M)",2020,"January",136
"State1","Vasectomy (M)",2020,"February",138
"State1","Vasectomy (M)",2020,"March",138
"State1","Vasectomy (M)",2020,"April",135
"State1","Vasectomy (M)",2020,"May",133
"State1","Vasectomy (M)",2020,"June",137
"State1","Vasectomy (M)",2020,"July",137
"State1","Vasectomy (M)",2020,"August",139
"State1","Vasectomy (M)",2020,"September",139
"State1","Vasectomy (M)",2020,"October",138
"State1","Vasectomy (M)",2020,"November",134
"State1","Vasectomy (M)",2020,"December",139
"State2","Combined Oral (COC)",2015,"January",520406
"State2","Combined Oral (COC)",2015,"February",530037
"State2","Combined Oral (COC)",2015,"March",491672
"State2","Combined Oral (COC)",2015,"April",486657
"State2","Combined Oral (COC)",2015,"May",523729
"State2","Combined Oral (COC)",2015,"June",488518
"State2","Combined Oral (COC)",2015,"July",525043
"State2","Combined Oral (COC)",2015,"August",500847
"State2","Combined Oral (COC)",2015,"September",512113
"State2","Combined Oral (COC)",2015,"October",506437
"State2","Combined Oral (COC)",2015,"November",505892
"State2","Combined Oral (COC)",2015,"December",482129
"State2","Copper- T 380-A IUD",2015,"January",46337
"State2","Copper- T 380-A IUD",2015,"February",48544
"State2","Copper- T 380-A IUD",2015,"March",48439
"State2","Copper- T 380-A IUD",2015,"April",48989
"State2","Copper- T 380-A IUD",2015,"May",50602
"State2","Copper- T 380-A IUD",2015,"June",48574
"State2","Copper- T 380-A IUD",2015,"July",49296
"State2","Copper- T 380-A IUD",2015,"August",47822
"State2","Copper- T 380-A IUD",2015,"September",46516
"State2","Copper- T 380-A IUD",2015,"October",48679
"State2","Copper- T 380-A IUD",2015,"November",48130
"State2","Copper- T 380-A IUD",2015,"December",50781
"State2","Depo Provera (DMPA)",2015,"January",178846
"State2","Depo Provera (DMPA)",2015,"February",167258
"State2","Depo Provera (DMPA)",2015,"March",176649
"State2","Depo Provera (DMPA)",2015,"April",167326
"State2","Depo Provera (DMPA)",2015,"May",168586
"State2","Depo Provera (DMPA)",2015,"June",172275
"State2","Depo Provera (DMPA)",2015,"July",167978
"State2","Depo Provera (DMPA)",2015,"August",173872
"State2","Depo Provera (DMPA)",2015,"September",177544
"State2","Depo Provera (DMPA)",2015,"October",169725
"State2","Depo Provera (DMPA)",2015,"November",179232
"State2","Depo Provera (DMPA)",2015,"December",178502
"State2","EC",2015,"January",71362
"State2","EC",2015,"February",67919
"State2","EC",2015,"March",71646
"State2","EC",2015,"April",70593
"State2","EC",2015,"May",74320
"State2","EC",2015,"June",69667
"State2","EC",2015,"July",73970
"State2","EC",2015,"August",73426
"State2","EC",2015,"September",72572
"State2","EC",2015,"October",68269
"State2","EC",2015,"November",70877
"State2","EC",2015,"December",68812
"State2","Female Condom",2015,"January",1136
"State2","Female Condom",2015,"February",1232
"State2","Female Condom",2015,"March",1152
"State2","Female Condom",2015,"April",1204
"State2","Female Condom",2015,"May",1127
"State2","Female Condom",2015,"June",1223
"State2","Female Condom",2015,"July",1155
"State2","Female Condom",2015,"August",1186
"State2","Female Condom",2015,"September",1207
"State2","Female Condom",2015,"October",1174
"State2","Female Condom",2015,"November",1214
"State2","Female Condom",2015,"December",1146
"State2","Implanon",2015,"January",691
"State2","Implanon",2015,"February",681
"State2","Implanon",2015,"March",693
"State2","Implanon",2015,"April",682
"State2","Implanon",2015,"May",650
"State2","Implanon",2015,"June",670
"State2","Implanon",2015,"July",713
"State2","Implanon",2015,"August",678
"State2","Implanon",2015,"September",672
"State2","Implanon",2015,"October",686
"State2","Implanon",2015,"November",677
"State2","Implanon",2015,"December",685
"State2","Jadelle",2015,"January",942
"State2","Jadelle",2015,"February",960
"State2","Jadelle",2015,"March",939
"State2","Jadelle",2015,"April",972
"State2","Jadelle",2015,"May",936
"State2","Jadelle",2015,"June",939
"State2","Jadelle",2015,"July",928
"State2","Jadelle",2015,"August",916
"State2","Jadelle",2015,"September",947
"State2","Jadelle",2015,"October",986
"State2","Jadelle",2015,"November",973
"State2","Jadelle",2015,"December",956
"State2","LAM",2015,"January",0
"State2","LAM",2015,"February",0
"State2","LAM",2015,"March",0
"State2","LAM",2015,"April",0
"State2","LAM",2015,"May",0
"State2","LAM",2015,"June",0
"State2","LAM",2015,"July",0
"State2","LAM",2015,"August",0
"State2","LAM",2015,"September",0
"State2","LAM",2015,"October",0
"State2","LAM",2015,"November",0
"State2","LAM",2015,"December",0
"State2","LNG-IUS",2015,"January",8410
"State2","LNG-IUS",2015,"February",8021
"State2","LNG-IUS",2015,"March",8146
"State2","LNG-IUS",2015,"April",8303
"State2","LNG-IUS",2015,"May",8857
"State2","LNG-IUS",2015,"June",8732
"State2","LNG-IUS",2015,"July",8468
"State2","LNG-IUS",2015,"August",8087
"State2","LNG-IUS",2015,"September",8575
"State2","LNG-IUS",2015,"October",8358
"State2","LNG-IUS",2015,"November",8791
"State2","LNG-IUS",2015,"December",8521
"State2","Lunelle",2015,"January",3283
"State2","Lunelle",2015,"February",3336
"State2","Lunelle",2015,"March",3317
"State2","Lunelle",2015,"April",3572
"State2","Lunelle",2015,"May",3591
"State2","Lunelle",2015,"June",3581
"State2","Lunelle",2015,"July",3327
"State2","Lunelle",2015,"August",3588
"State2","Lunelle",2015,"September",3321
"State2","Lunelle",2015,"October",3416
"State2","Lunelle",2015,"November",3493
"State2","Lunelle",2015,"December",3625
"State2","Male Condom",2015,"January",10517063
"State2","Male Condom",2015,"February",10934668
"State2","Male Condom",2015,"March",10745512
"State2","Male Condom",2015,"April",11263434
"State2","Male Condom",2015,"May",11495760
"State2","Male Condom",2015,"June",11122884
"State2","Male Condom",2015,"July",10886634
"State2","Male Condom",2015,"August",10655339
"State2","Male Condom",2015,"September",10699384
"State2","Male Condom",2015,"October",11314505
"State2","Male Condom",2015,"November",11354356
"State2","Male Condom",2015,"December",11074773
"State2","Noristerat (NET-En)",2015,"January",6930
"State2","Noristerat (NET-En)",2015,"February",7245
"State2","Noristerat (NET-En)",2015,"March",6894
"State2","Noristerat (NET-En)",2015,"April",7035
"State2","Noristerat (NET-En)",2015,"May",7072
"State2","Noristerat (NET-En)",2015,"June",6721
"State2","Noristerat (NET-En)",2015,"July",6641
"State2","Noristerat (NET-En)",2015,"August",7099
"State2","Noristerat (NET-En)",2015,"September",6640
"State2","Noristerat (NET-En)",2015,"October",7326
"State2","Noristerat (NET-En)",2015,"November",6866
"State2","Noristerat (NET-En)",2015,"December",7324
"State2","Other Injectable",2015,"January",0
"State2","Other Injectable",2015,"February",0
"State2","Other Injectable",2015,"March",0
"State2","Other Injectable",2015,"April",0
"State2","Other Injectable",2015,"May",0
"State2","Other Injectable",2015,"June",0
"State2","Other Injectable",2015,"July",0
"State2","Other Injectable",2015,"August",0
"State2","Other Injectable",2015,"September",0
"State2","Other Injectable",2015,"October",0
"State2","Other Injectable",2015,"November",0
"State2","Other Injectable",2015,"December",0
"State2","Other OC Pill",2015,"January",0
"State2","Other OC Pill",2015,"February",0
"State2","Other OC Pill",2015,"March",0
"State2","Other OC Pill",2015,"April",0
"State2","Other OC Pill",2015,"May",0
"State2","Other OC Pill",2015,"June",0
"State2","Other OC Pill",2015,"July",0
"State2","Other OC Pill",2015,"August",0
"State2","Other OC Pill",2015,"September",0
"State2","Other OC Pill",2015,"October",0
"State2","Other OC Pill",2015,"November",0
"State2","Other OC Pill",2015,"December",0
"State2","Progestin only (POP)",2015,"January",10047
"State2","Progestin only (POP)",2015,"February",10475
"State2","Progestin only (POP)",2015,"March",10064
"State2","Progestin only (POP)",2015,"April",10072
"State2","Progestin only (POP)",2015,"May",10300
"State2","Progestin only (POP)",2015,"June",9822
"State2","Progestin only (POP)",2015,"July",10550
"State2","Progestin only (POP)",2015,"August",10325
"State2","Progestin only (POP)",2015,"September",9897
"State2","Progestin only (POP)",2015,"October",10688
"State2","Progestin only (POP)",2015,"November",10308
"State2","Progestin only (POP)",2015,"December",9685
"State2","Sayana Press",2015,"January",0
"State2","Sayana Press",2015,"February",0
"State2","Sayana Press",2015,"March",0
"State2","Sayana Press",2015,"April",0
"State2","Sayana Press",2015,"May",0
"State2","Sayana Press",2015,"June",0
"State2","Sayana Press",2015,"July",0
"State2","Sayana Press",2015,"August",0
"State2","Sayana Press",2015,"September",0
"State2","Sayana Press",2015,"October",0
"State2","Sayana Press",2015,"November",0
"State2","Sayana Press",2015,"December",0
"State2","SDM (Standard Days)",2015,"January",0
"State2","SDM (Standard Days)",2015,"February",0
"State2","SDM (Standard Days)",2015,"March",0
"State2","SDM (Standard Days)",2015,"April",0
"State2","SDM (Standard Days)",2015,"May",0
"State2","SDM (Standard Days)",2015,"June",0
"State2","SDM (Standard Days)",2015,"July",0
"State2","SDM (Standard Days)",2015,"August",0
"State2","SDM (Standard Days)",2015,"September",0
"State2","SDM (Standard Days)",2015,"October",0
"State2","SDM (Standard Days)",2015,"November",0
"State2","SDM (Standard Days)",2015,"December",0
"State2","Sino-Implant",2015,"January",101
"State2","Sino-Implant",2015,"February",102
"State2","Sino-Implant",2015,"March",106
"State2","Sino-Implant",2015,"April",105
"State2","Sino-Implant",2015,"May",104
"State2","Sino-Implant",2015,"June",103
"State2","Sino-Implant",2015,"July",105
"State2","Sino-Implant",2015,"August",99
"State2","Sino-Implant",2015,"September",100
"State2","Sino-Implant",2015,"October",99
"State2","Sino-Implant",2015,"November",103
"State2","Sino-Implant",2015,"December",100
"State2","Spermicides",2015,"January",0
"State2","Spermicides",2015,"February",0
"State2","Spermicides",2015,"March",0
"State2","Spermicides",2015,"April",0
"State2","Spermicides",2015,"May",0
"State2","Spermicides",2015,"June",0
"State2","Spermicides",2015,"July",0
"State2","Spermicides",2015,"August",0
"State2","Spermicides",2015,"September",0
"State2","Spermicides",2015,"October",0
"State2","Spermicides",2015,"November",0
"State2","Spermicides",2015,"December",0
"State2","Tubal Ligation (F)",2015,"January",7025
"State2","Tubal Ligation (F)",2015,"February",7421
"State2","Tubal Ligation (F)",2015,"March",7540
"State2","Tubal Ligation (F)",2015,"April",7587
"State2","Tubal Ligation (F)",2015,"May",7416
"State2","Tubal Ligation (F)",2015,"June",6978
"State2","Tubal Ligation (F)",2015,"July",7545
"State2","Tubal Ligation (F)",2015,"August",7149
"State2","Tubal Ligation (F)",2015,"September",7144
"State2","Tubal Ligation (F)",2015,"October",7019
"State2","Tubal Ligation (F)",2015,"November",7086
"State2","Tubal Ligation (F)",2015,"December",7479
"State2","Vaginal barrier",2015,"January",0
"State2","Vaginal barrier",2015,"February",0
"State2","Vaginal barrier",2015,"March",0
"State2","Vaginal barrier",2015,"April",0
"State2","Vaginal barrier",2015,"May",0
"State2","Vaginal barrier",2015,"June",0
"State2","Vaginal barrier",2015,"July",0
"State2","Vaginal barrier",2015,"August",0
"State2","Vaginal barrier",2015,"September",0
"State2","Vaginal barrier",2015,"October",0
"State2","Vaginal barrier",2015,"November",0
"State2","Vaginal barrier",2015,"December",0
"State2","Vasectomy (M)",2015,"January",285
"State2","Vasectomy (M)",2015,"February",287
"State2","Vasectomy (M)",2015,"March",296
"State2","Vasectomy (M)",2015,"April",280
"State2","Vasectomy (M)",2015,"May",279
"State2","Vasectomy (M)",2015,"June",291
"State2","Vasectomy (M)",2015,"July",289
"State2","Vasectomy (M)",2015,"August",297
"State2","Vasectomy (M)",2015,"September",295
"State2","Vasectomy (M)",2015,"October",285
"State2","Vasectomy (M)",2015,"November",291
"State2","Vasectomy (M)",2015,"December",281
"State2","Combined Oral (COC)",2016,"January",567257
"State2","Combined Oral (COC)",2016,"February",606485
"State2","Combined Oral (COC)",2016,"March",590411
"State2","Combined Oral (COC)",2016,"April",611028
"State2","Combined Oral (COC)",2016,"May",560973
"State2","Combined Oral (COC)",2016,"June",580949
"State2","Combined Oral (COC)",2016,"July",586657
"State2","Combined Oral (COC)",2016,"August",584745
"State2","Combined Oral (COC)",2016,"September",572168
"State2","Combined Oral (COC)",2016,"October",596995
"State2","Combined Oral (COC)",2016,"November",597734
"State2","Combined Oral (COC)",2016,"December",559570
"State2","Copper- T 380-A IUD",2016,"January",56031
"State2","Copper- T 380-A IUD",2016,"February",57658
"State2","Copper- T 380-A IUD",2016,"March",58545
"State2","Copper- T 380-A IUD",2016,"April",59629
"State2","Copper- T 380-A IUD",2016,"May",59348
"State2","Copper- T 380-A IUD",2016,"June",55122
"State2","Copper- T 380-A IUD",2016,"July",55815
"State2","Copper- T 380-A IUD",2016,"August",56638
"State2","Copper- T 380-A IUD",2016,"September",56826
"State2","Copper- T 380-A IUD",2016,"October",58028
"State2","Copper- T 380-A IUD",2016,"November",58271
"State2","Copper- T 380-A IUD",2016,"December",55152
"State2","Depo Provera (DMPA)",2016,"January",254582
"State2","Depo Provera (DMPA)",2016,"February",265466
"State2","Depo Provera (DMPA)",2016,"March",260331
"State2","Depo Provera (DMPA)",2016,"April",264873
"State2","Depo Provera (DMPA)",2016,"May",251209
"State2","Depo Provera (DMPA)",2016,"June",260077
"State2","Depo Provera (DMPA)",2016,"July",253441
"State2","Depo Provera (DMPA)",2016,"August",256533
"State2","Depo Provera (DMPA)",2016,"September",251995
"State2","Depo Provera (DMPA)",2016,"October",266068
"State2","Depo Provera (DMPA)",2016,"November",269683
"State2","Depo Provera (DMPA)",2016,"December",254126
"State2","EC",2016,"January",88063
"State2","EC",2016,"February",86299
"State2","EC",2016,"March",91732
"State2","EC",2016,"April",92285
"State2","EC",2016,"May",84299
"State2","EC",2016,"June",89732
"State2","EC",2016,"July",87161
"State2","EC",2016,"August",88870
"State2","EC",2016,"September",83745
"State2","EC",2016,"October",84478
"State2","EC",2016,"November",91552
"State2","EC",2016,"December",87968
"State2","Female Condom",2016,"January",24049
"State2","Female Condom",2016,"February",23313
"State2","Female Condom",2016,"March",22751
"State2","Female Condom",2016,"April",24627
"State2","Female Condom",2016,"May",24402
"State2","Female Condom",2016,"June",23817
"State2","Female Condom",2016,"July",22627
"State2","Female Condom",2016,"August",23560
"State2","Female Condom",2016,"September",22976
"State2","Female Condom",2016,"October",24750
"State2","Female Condom",2016,"November",23329
"State2","Female Condom",2016,"December",24065
"State2","Implanon",2016,"January",13968
"State2","Implanon",2016,"February",13782
"State2","Implanon",2016,"March",13903
"State2","Implanon",2016,"April",13936
"State2","Implanon",2016,"May",13149
"State2","Implanon",2016,"June",13846
"State2","Implanon",2016,"July",13606
"State2","Implanon",2016,"August",14322
"State2","Implanon",2016,"September",13710
"State2","Implanon",2016,"October",13424
"State2","Implanon",2016,"November",13575
"State2","Implanon",2016,"December",13550
"State2","Jadelle",2016,"January",9563
"State2","Jadelle",2016,"February",8818
"State2","Jadelle",2016,"March",9238
"State2","Jadelle",2016,"April",8864
"State2","Jadelle",2016,"May",9193
"State2","Jadelle",2016,"June",9107
"State2","Jadelle",2016,"July",9266
"State2","Jadelle",2016,"August",9155
"State2","Jadelle",2016,"September",9557
"State2","Jadelle",2016,"October",9151
"State2","Jadelle",2016,"November",9174
"State2","Jadelle",2016,"December",9243
"State2","LAM",2016,"January",5113
"State2","LAM",2016,"February",4957
"State2","LAM",2016,"March",5125
"State2","LAM",2016,"April",4875
"State2","LAM",2016,"May",5137
"State2","LAM",2016,"June",4915
"State2","LAM",2016,"July",5164
"State2","LAM",2016,"August",4969
"State2","LAM",2016,"September",5167
"State2","LAM",2016,"October",5207
"State2","LAM",2016,"November",4945
"State2","LAM",2016,"December",4918
"State2","LNG-IUS",2016,"January",9895
"State2","LNG-IUS",2016,"February",9044
"State2","LNG-IUS",2016,"March",9043
"State2","LNG-IUS",2016,"April",9468
"State2","LNG-IUS",2016,"May",9611
"State2","LNG-IUS",2016,"June",9854
"State2","LNG-IUS",2016,"July",9003
"State2","LNG-IUS",2016,"August",9286
"State2","LNG-IUS",2016,"September",9249
"State2","LNG-IUS",2016,"October",9855
"State2","LNG-IUS",2016,"November",9649
"State2","LNG-IUS",2016,"December",9430
"State2","Lunelle",2016,"January",4069
"State2","Lunelle",2016,"February",3852
"State2","Lunelle",2016,"March",3874
"State2","Lunelle",2016,"April",3808
"State2","Lunelle",2016,"May",3942
"State2","Lunelle",2016,"June",3900
"State2","Lunelle",2016,"July",3925
"State2","Lunelle",2016,"August",3922
"State2","Lunelle",2016,"September",3832
"State2","Lunelle",2016,"October",3705
"State2","Lunelle",2016,"November",3849
"State2","Lunelle",2016,"December",3966
"State2","Male Condom",2016,"January",11228298
"State2","Male Condom",2016,"February",10737026
"State2","Male Condom",2016,"March",11241774
"State2","Male Condom",2016,"April",10284156
"State2","Male Condom",2016,"May",10777197
"State2","Male Condom",2016,"June",11186433
"State2","Male Condom",2016,"July",10979924
"State2","Male Condom",2016,"August",10577399
"State2","Male Condom",2016,"September",10526296
"State2","Male Condom",2016,"October",10928772
"State2","Male Condom",2016,"November",10263275
"State2","Male Condom",2016,"December",10344176
"State2","Noristerat (NET-En)",2016,"January",6613
"State2","Noristerat (NET-En)",2016,"February",6679
"State2","Noristerat (NET-En)",2016,"March",6959
"State2","Noristerat (NET-En)",2016,"April",7134
"State2","Noristerat (NET-En)",2016,"May",6924
"State2","Noristerat (NET-En)",2016,"June",6890
"State2","Noristerat (NET-En)",2016,"July",6701
"State2","Noristerat (NET-En)",2016,"August",6855
"State2","Noristerat (NET-En)",2016,"September",7112
"State2","Noristerat (NET-En)",2016,"October",7115
"State2","Noristerat (NET-En)",2016,"November",7200
"State2","Noristerat (NET-En)",2016,"December",6699
"State2","Other Injectable",2016,"January",0
"State2","Other Injectable",2016,"February",0
"State2","Other Injectable",2016,"March",0
"State2","Other Injectable",2016,"April",0
"State2","Other Injectable",2016,"May",0
"State2","Other Injectable",2016,"June",0
"State2","Other Injectable",2016,"July",0
"State2","Other Injectable",2016,"August",0
"State2","Other Injectable",2016,"September",0
"State2","Other Injectable",2016,"October",0
"State2","Other Injectable",2016,"November",0
"State2","Other Injectable",2016,"December",0
"State2","Other OC Pill",2016,"January",0
"State2","Other OC Pill",2016,"February",0
"State2","Other OC Pill",2016,"March",0
"State2","Other OC Pill",2016,"April",0
"State2","Other OC Pill",2016,"May",0
"State2","Other OC Pill",2016,"June",0
"State2","Other OC Pill",2016,"July",0
"State2","Other OC Pill",2016,"August",0
"State2","Other OC Pill",2016,"September",0
