"Region","Method","Year","Month","Value"
"Hagridland","LAM",2016,"May",5137
"Hagridland","LAM",2016,"June",4915
"Hagridland","LAM",2016,"July",5164
"Hagridland","LAM",2016,"August",4969
"Hagridland","LAM",2016,"September",5167
"Hagridland","LAM",2016,"October",5207
"Hagridland","LAM",2016,"November",4945
"Hagridland","LAM",2016,"December",4918
"Hagridland","LNG-IUS",2016,"January",9895
"Hagridland","LNG-IUS",2016,"February",9044
"Hagridland","LNG-IUS",2016,"March",9043
"Hagridland","LNG-IUS",2016,"April",9468
"Hagridland","LNG-IUS",2016,"May",9611
"Hagridland","LNG-IUS",2016,"June",9854
"Hagridland","LNG-IUS",2016,"July",9003
"Hagridland","LNG-IUS",2016,"August",9286
"Hagridland","LNG-IUS",2016,"September",9249
"Hagridland","LNG-IUS",2016,"October",9855
"Hagridland","LNG-IUS",2016,"November",9649
"Hagridland","LNG-IUS",2016,"December",9430
"Hagridland","Lunelle",2016,"January",4069
"Hagridland","Lunelle",2016,"February",3852
"Hagridland","Lunelle",2016,"March",3874
"Hagridland","Lunelle",2016,"April",3808
"Hagridland","Lunelle",2016,"May",3942
"Hagridland","Lunelle",2016,"June",3900
"Hagridland","Lunelle",2016,"July",3925
"Hagridland","Lunelle",2016,"August",3922
"Hagridland","Lunelle",2016,"September",3832
"Hagridland","Lunelle",2016,"October",3705
"Hagridland","Lunelle",2016,"November",3849
"Hagridland","Lunelle",2016,"December",3966
"Hagridland","Male Condom",2016,"January",10847913
"Hagridland","Male Condom",2016,"February",10367703
"Hagridland","Male Condom",2016,"March",10890507
"Hagridland","Male Condom",2016,"April",9925797
"Hagridland","Male Condom",2016,"May",10406007
"Hagridland","Male Condom",2016,"June",10817012
"Hagridland","Male Condom",2016,"July",10612370
"Hagridland","Male Condom",2016,"August",10218727
"Hagridland","Male Condom",2016,"September",10161341
"Hagridland","Male Condom",2016,"October",10554983
"Hagridland","Male Condom",2016,"November",9883203
"Hagridland","Male Condom",2016,"December",9956699
"Hagridland","Noristerat (NET-En)",2016,"January",6613
"Hagridland","Noristerat (NET-En)",2016,"February",6679
"Hagridland","Noristerat (NET-En)",2016,"March",6959
"Hagridland","Noristerat (NET-En)",2016,"April",7134
"Hagridland","Noristerat (NET-En)",2016,"May",6924
"Hagridland","Noristerat (NET-En)",2016,"June",6890
"Hagridland","Noristerat (NET-En)",2016,"July",6701
"Hagridland","Noristerat (NET-En)",2016,"August",6855
"Hagridland","Noristerat (NET-En)",2016,"September",7112
"Hagridland","Noristerat (NET-En)",2016,"October",7115
"Hagridland","Noristerat (NET-En)",2016,"November",7200
"Hagridland","Noristerat (NET-En)",2016,"December",6699
"Hagridland","Other Injectable",2016,"January",0
"Hagridland","Other Injectable",2016,"February",0
"Hagridland","Other Injectable",2016,"March",0
"Hagridland","Other Injectable",2016,"April",0
"Hagridland","Other Injectable",2016,"May",0
"Hagridland","Other Injectable",2016,"June",0
"Hagridland","Other Injectable",2016,"July",0
"Hagridland","Other Injectable",2016,"August",0
"Hagridland","Other Injectable",2016,"September",0
"Hagridland","Other Injectable",2016,"October",0
"Hagridland","Other Injectable",2016,"November",0
"Hagridland","Other Injectable",2016,"December",0
"Hagridland","Other OC Pill",2016,"January",0
"Hagridland","Other OC Pill",2016,"February",0
"Hagridland","Other OC Pill",2016,"March",0
"Hagridland","Other OC Pill",2016,"April",0
"Hagridland","Other OC Pill",2016,"May",0
"Hagridland","Other OC Pill",2016,"June",0
"Hagridland","Other OC Pill",2016,"July",0
"Hagridland","Other OC Pill",2016,"August",0
"Hagridland","Other OC Pill",2016,"September",0
"Hagridland","Other OC Pill",2016,"October",0
"Hagridland","Other OC Pill",2016,"November",0
"Hagridland","Other OC Pill",2016,"December",0
"Hagridland","Progestin only (POP)",2016,"January",3754
"Hagridland","Progestin only (POP)",2016,"February",3836
"Hagridland","Progestin only (POP)",2016,"March",3800
"Hagridland","Progestin only (POP)",2016,"April",3793
"Hagridland","Progestin only (POP)",2016,"May",3912
"Hagridland","Progestin only (POP)",2016,"June",3925
"Hagridland","Progestin only (POP)",2016,"July",3757
"Hagridland","Progestin only (POP)",2016,"August",3890
"Hagridland","Progestin only (POP)",2016,"September",3928
"Hagridland","Progestin only (POP)",2016,"October",3846
"Hagridland","Progestin only (POP)",2016,"November",3883
"Hagridland","Progestin only (POP)",2016,"December",3770
"Hagridland","Sayana Press",2016,"January",0
"Hagridland","Sayana Press",2016,"February",0
"Hagridland","Sayana Press",2016,"March",0
"Hagridland","Sayana Press",2016,"April",0
"Hagridland","Sayana Press",2016,"May",0
"Hagridland","Sayana Press",2016,"June",0
"Hagridland","Sayana Press",2016,"July",0
"Hagridland","Sayana Press",2016,"August",0
"Hagridland","Sayana Press",2016,"September",0
"Hagridland","Sayana Press",2016,"October",0
"Hagridland","Sayana Press",2016,"November",0
"Hagridland","Sayana Press",2016,"December",0
"Hagridland","SDM (Standard Days)",2016,"January",139
"Hagridland","SDM (Standard Days)",2016,"February",148
"Hagridland","SDM (Standard Days)",2016,"March",143
"Hagridland","SDM (Standard Days)",2016,"April",137
"Hagridland","SDM (Standard Days)",2016,"May",146
"Hagridland","SDM (Standard Days)",2016,"June",137
"Hagridland","SDM (Standard Days)",2016,"July",145
"Hagridland","SDM (Standard Days)",2016,"August",139
"Hagridland","SDM (Standard Days)",2016,"September",146
"Hagridland","SDM (Standard Days)",2016,"October",148
"Hagridland","SDM (Standard Days)",2016,"November",139
"Hagridland","SDM (Standard Days)",2016,"December",141
"Hagridland","Sino-Implant",2016,"January",11
"Hagridland","Sino-Implant",2016,"February",11
"Hagridland","Sino-Implant",2016,"March",11
"Hagridland","Sino-Implant",2016,"April",11
"Hagridland","Sino-Implant",2016,"May",10
"Hagridland","Sino-Implant",2016,"June",10
"Hagridland","Sino-Implant",2016,"July",11
"Hagridland","Sino-Implant",2016,"August",11
"Hagridland","Sino-Implant",2016,"September",10
"Hagridland","Sino-Implant",2016,"October",11
"Hagridland","Sino-Implant",2016,"November",11
"Hagridland","Sino-Implant",2016,"December",11
"Hagridland","Spermicides",2016,"January",0
"Hagridland","Spermicides",2016,"February",0
"Hagridland","Spermicides",2016,"March",0
"Hagridland","Spermicides",2016,"April",0
"Hagridland","Spermicides",2016,"May",0
"Hagridland","Spermicides",2016,"June",0
"Hagridland","Spermicides",2016,"July",0
"Hagridland","Spermicides",2016,"August",0
"Hagridland","Spermicides",2016,"September",0
"Hagridland","Spermicides",2016,"October",0
"Hagridland","Spermicides",2016,"November",0
"Hagridland","Spermicides",2016,"December",0
"Hagridland","Tubal Ligation (F)",2016,"January",6110
"Hagridland","Tubal Ligation (F)",2016,"February",6362
"Hagridland","Tubal Ligation (F)",2016,"March",6061
"Hagridland","Tubal Ligation (F)",2016,"April",6488
"Hagridland","Tubal Ligation (F)",2016,"May",6301
"Hagridland","Tubal Ligation (F)",2016,"June",6017
"Hagridland","Tubal Ligation (F)",2016,"July",6236
"Hagridland","Tubal Ligation (F)",2016,"August",6537
"Hagridland","Tubal Ligation (F)",2016,"September",6298
"Hagridland","Tubal Ligation (F)",2016,"October",6581
"Hagridland","Tubal Ligation (F)",2016,"November",6165
"Hagridland","Tubal Ligation (F)",2016,"December",6433
"Hagridland","Vaginal barrier",2016,"January",0
"Hagridland","Vaginal barrier",2016,"February",0
"Hagridland","Vaginal barrier",2016,"March",0
"Hagridland","Vaginal barrier",2016,"April",0
"Hagridland","Vaginal barrier",2016,"May",0
"Hagridland","Vaginal barrier",2016,"June",0
"Hagridland","Vaginal barrier",2016,"July",0
"Hagridland","Vaginal barrier",2016,"August",0
"Hagridland","Vaginal barrier",2016,"September",0
"Hagridland","Vaginal barrier",2016,"October",0
"Hagridland","Vaginal barrier",2016,"November",0
"Hagridland","Vaginal barrier",2016,"December",0
"Hagridland","Vasectomy (M)",2016,"January",0
"Hagridland","Vasectomy (M)",2016,"February",0
"Hagridland","Vasectomy (M)",2016,"March",0
"Hagridland","Vasectomy (M)",2016,"April",0
"Hagridland","Vasectomy (M)",2016,"May",0
"Hagridland","Vasectomy (M)",2016,"June",0
"Hagridland","Vasectomy (M)",2016,"July",0
"Hagridland","Vasectomy (M)",2016,"August",0
"Hagridland","Vasectomy (M)",2016,"September",0
"Hagridland","Vasectomy (M)",2016,"October",0
"Hagridland","Vasectomy (M)",2016,"November",0
"Hagridland","Vasectomy (M)",2016,"December",0
"Hagridland","Combined Oral (COC)",2017,"January",564960
"Hagridland","Combined Oral (COC)",2017,"February",579936
"Hagridland","Combined Oral (COC)",2017,"March",599460
"Hagridland","Combined Oral (COC)",2017,"April",567456
"Hagridland","Combined Oral (COC)",2017,"May",588036
"Hagridland","Combined Oral (COC)",2017,"June",578881
"Hagridland","Combined Oral (COC)",2017,"July",611992
"Hagridland","Combined Oral (COC)",2017,"August",585692
"Hagridland","Combined Oral (COC)",2017,"September",581224
"Hagridland","Combined Oral (COC)",2017,"October",586980
"Hagridland","Combined Oral (COC)",2017,"November",601957
"Hagridland","Combined Oral (COC)",2017,"December",554924
"Hagridland","Copper- T 380-A IUD",2017,"January",50384
"Hagridland","Copper- T 380-A IUD",2017,"February",48515
"Hagridland","Copper- T 380-A IUD",2017,"March",50118
"Hagridland","Copper- T 380-A IUD",2017,"April",46864
"Hagridland","Copper- T 380-A IUD",2017,"May",48249
"Hagridland","Copper- T 380-A IUD",2017,"June",49217
"Hagridland","Copper- T 380-A IUD",2017,"July",50188
"Hagridland","Copper- T 380-A IUD",2017,"August",51298
"Hagridland","Copper- T 380-A IUD",2017,"September",48445
"Hagridland","Copper- T 380-A IUD",2017,"October",47334
"Hagridland","Copper- T 380-A IUD",2017,"November",51769
"Hagridland","Copper- T 380-A IUD",2017,"December",49416
"Hagridland","Depo Provera (DMPA)",2017,"January",181433
"Hagridland","Depo Provera (DMPA)",2017,"February",177680
"Hagridland","Depo Provera (DMPA)",2017,"March",187483
"Hagridland","Depo Provera (DMPA)",2017,"April",185646
"Hagridland","Depo Provera (DMPA)",2017,"May",188999
"Hagridland","Depo Provera (DMPA)",2017,"June",181105
"Hagridland","Depo Provera (DMPA)",2017,"July",179918
"Hagridland","Depo Provera (DMPA)",2017,"August",187812
"Hagridland","Depo Provera (DMPA)",2017,"September",191237
"Hagridland","Depo Provera (DMPA)",2017,"October",183453
"Hagridland","Depo Provera (DMPA)",2017,"November",183270
"Hagridland","Depo Provera (DMPA)",2017,"December",185463
"Hagridland","EC",2017,"January",85901
"Hagridland","EC",2017,"February",80014
"Hagridland","EC",2017,"March",81913
"Hagridland","EC",2017,"April",83289
"Hagridland","EC",2017,"May",83281
"Hagridland","EC",2017,"June",83071
"Hagridland","EC",2017,"July",84002
"Hagridland","EC",2017,"August",82844
"Hagridland","EC",2017,"September",81719
"Hagridland","EC",2017,"October",82625
"Hagridland","EC",2017,"November",82633
"Hagridland","EC",2017,"December",84195
"Hagridland","Female Condom",2017,"January",0
"Hagridland","Female Condom",2017,"February",0
"Hagridland","Female Condom",2017,"March",0
"Hagridland","Female Condom",2017,"April",0
"Hagridland","Female Condom",2017,"May",0
"Hagridland","Female Condom",2017,"June",0
"Hagridland","Female Condom",2017,"July",0
"Hagridland","Female Condom",2017,"August",0
"Hagridland","Female Condom",2017,"September",0
"Hagridland","Female Condom",2017,"October",0
"Hagridland","Female Condom",2017,"November",0
"Hagridland","Female Condom",2017,"December",0
"Hagridland","Implanon",2017,"January",609
"Hagridland","Implanon",2017,"February",621
"Hagridland","Implanon",2017,"March",641
"Hagridland","Implanon",2017,"April",602
"Hagridland","Implanon",2017,"May",623
"Hagridland","Implanon",2017,"June",602
"Hagridland","Implanon",2017,"July",621
"Hagridland","Implanon",2017,"August",614
"Hagridland","Implanon",2017,"September",583
"Hagridland","Implanon",2017,"October",600
"Hagridland","Implanon",2017,"November",591
"Hagridland","Implanon",2017,"December",632
"Hagridland","Jadelle",2017,"January",10382
"Hagridland","Jadelle",2017,"February",9963
"Hagridland","Jadelle",2017,"March",10351
"Hagridland","Jadelle",2017,"April",10815
"Hagridland","Jadelle",2017,"May",10587
"Hagridland","Jadelle",2017,"June",10154
"Hagridland","Jadelle",2017,"July",10112
"Hagridland","Jadelle",2017,"August",10618
"Hagridland","Jadelle",2017,"September",10336
"Hagridland","Jadelle",2017,"October",10634
"Hagridland","Jadelle",2017,"November",10857
"Hagridland","Jadelle",2017,"December",11006
"Hagridland","LAM",2017,"January",6357
"Hagridland","LAM",2017,"February",6141
"Hagridland","LAM",2017,"March",6146
"Hagridland","LAM",2017,"April",6506
"Hagridland","LAM",2017,"May",6172
"Hagridland","LAM",2017,"June",5997
"Hagridland","LAM",2017,"July",6331
"Hagridland","LAM",2017,"August",6121
"Hagridland","LAM",2017,"September",6473
"Hagridland","LAM",2017,"October",6030
"Hagridland","LAM",2017,"November",6362
"Hagridland","LAM",2017,"December",6382
"Hagridland","LNG-IUS",2017,"January",5501
"Hagridland","LNG-IUS",2017,"February",5901
"Hagridland","LNG-IUS",2017,"March",5798
"Hagridland","LNG-IUS",2017,"April",5359
"Hagridland","LNG-IUS",2017,"May",5461
"Hagridland","LNG-IUS",2017,"June",5618
"Hagridland","LNG-IUS",2017,"July",5887
"Hagridland","LNG-IUS",2017,"August",5758
"Hagridland","LNG-IUS",2017,"September",5463
"Hagridland","LNG-IUS",2017,"October",5796
"Hagridland","LNG-IUS",2017,"November",5642
"Hagridland","LNG-IUS",2017,"December",5372
"Hagridland","Lunelle",2017,"January",3026
"Hagridland","Lunelle",2017,"February",3223
"Hagridland","Lunelle",2017,"March",3029
"Hagridland","Lunelle",2017,"April",3172
"Hagridland","Lunelle",2017,"May",3226
"Hagridland","Lunelle",2017,"June",3071
"Hagridland","Lunelle",2017,"July",3181
"Hagridland","Lunelle",2017,"August",3267
"Hagridland","Lunelle",2017,"September",3079
"Hagridland","Lunelle",2017,"October",3149
"Hagridland","Lunelle",2017,"November",2985
"Hagridland","Lunelle",2017,"December",3103
"Hagridland","Male Condom",2017,"January",10157511
"Hagridland","Male Condom",2017,"February",10402569
"Hagridland","Male Condom",2017,"March",10200203
"Hagridland","Male Condom",2017,"April",9950830
"Hagridland","Male Condom",2017,"May",9847559
"Hagridland","Male Condom",2017,"June",10260783
"Hagridland","Male Condom",2017,"July",10263124
"Hagridland","Male Condom",2017,"August",9845217
"Hagridland","Male Condom",2017,"September",10554044
"Hagridland","Male Condom",2017,"October",9908138
"Hagridland","Male Condom",2017,"November",9554298
"Hagridland","Male Condom",2017,"December",9705772
"Hagridland","Noristerat (NET-En)",2017,"January",4766
"Hagridland","Noristerat (NET-En)",2017,"February",4795
"Hagridland","Noristerat (NET-En)",2017,"March",4678
"Hagridland","Noristerat (NET-En)",2017,"April",4719
"Hagridland","Noristerat (NET-En)",2017,"May",4590
"Hagridland","Noristerat (NET-En)",2017,"June",4631
"Hagridland","Noristerat (NET-En)",2017,"July",4514
"Hagridland","Noristerat (NET-En)",2017,"August",4463
"Hagridland","Noristerat (NET-En)",2017,"September",4524
"Hagridland","Noristerat (NET-En)",2017,"October",4785
"Hagridland","Noristerat (NET-En)",2017,"November",4846
"Hagridland","Noristerat (NET-En)",2017,"December",4543
"Hagridland","Other Injectable",2017,"January",0
"Hagridland","Other Injectable",2017,"February",0
"Hagridland","Other Injectable",2017,"March",0
"Hagridland","Other Injectable",2017,"April",0
"Hagridland","Other Injectable",2017,"May",0
"Hagridland","Other Injectable",2017,"June",0
"Hagridland","Other Injectable",2017,"July",0
"Hagridland","Other Injectable",2017,"August",0
"Hagridland","Other Injectable",2017,"September",0
"Hagridland","Other Injectable",2017,"October",0
"Hagridland","Other Injectable",2017,"November",0
"Hagridland","Other Injectable",2017,"December",0
"Hagridland","Other OC Pill",2017,"January",0
"Hagridland","Other OC Pill",2017,"February",0
"Hagridland","Other OC Pill",2017,"March",0
"Hagridland","Other OC Pill",2017,"April",0
"Hagridland","Other OC Pill",2017,"May",0
"Hagridland","Other OC Pill",2017,"June",0
"Hagridland","Other OC Pill",2017,"July",0
"Hagridland","Other OC Pill",2017,"August",0
"Hagridland","Other OC Pill",2017,"September",0
"Hagridland","Other OC Pill",2017,"October",0
"Hagridland","Other OC Pill",2017,"November",0
"Hagridland","Other OC Pill",2017,"December",0
"Hagridland","Progestin only (POP)",2017,"January",1885
"Hagridland","Progestin only (POP)",2017,"February",1770
"Hagridland","Progestin only (POP)",2017,"March",1852
"Hagridland","Progestin only (POP)",2017,"April",1786
"Hagridland","Progestin only (POP)",2017,"May",1862
"Hagridland","Progestin only (POP)",2017,"June",1866
"Hagridland","Progestin only (POP)",2017,"July",1752
"Hagridland","Progestin only (POP)",2017,"August",1738
"Hagridland","Progestin only (POP)",2017,"September",1771
"Hagridland","Progestin only (POP)",2017,"October",1868
"Hagridland","Progestin only (POP)",2017,"November",1899
"Hagridland","Progestin only (POP)",2017,"December",1775
"Hagridland","Sayana Press",2017,"January",1
"Hagridland","Sayana Press",2017,"February",1
"Hagridland","Sayana Press",2017,"March",1
"Hagridland","Sayana Press",2017,"April",1
"Hagridland","Sayana Press",2017,"May",1
"Hagridland","Sayana Press",2017,"June",1
"Hagridland","Sayana Press",2017,"July",1
"Hagridland","Sayana Press",2017,"August",1
"Hagridland","Sayana Press",2017,"September",1
"Hagridland","Sayana Press",2017,"October",1
"Hagridland","Sayana Press",2017,"November",1
"Hagridland","Sayana Press",2017,"December",1
"Hagridland","SDM (Standard Days)",2017,"January",115
"Hagridland","SDM (Standard Days)",2017,"February",104
"Hagridland","SDM (Standard Days)",2017,"March",114
"Hagridland","SDM (Standard Days)",2017,"April",112
"Hagridland","SDM (Standard Days)",2017,"May",113
"Hagridland","SDM (Standard Days)",2017,"June",113
"Hagridland","SDM (Standard Days)",2017,"July",107
"Hagridland","SDM (Standard Days)",2017,"August",105
"Hagridland","SDM (Standard Days)",2017,"September",112
"Hagridland","SDM (Standard Days)",2017,"October",106
"Hagridland","SDM (Standard Days)",2017,"November",106
"Hagridland","SDM (Standard Days)",2017,"December",107
"Hagridland","Sino-Implant",2017,"January",0
"Hagridland","Sino-Implant",2017,"February",0
"Hagridland","Sino-Implant",2017,"March",0
"Hagridland","Sino-Implant",2017,"April",0
"Hagridland","Sino-Implant",2017,"May",0
"Hagridland","Sino-Implant",2017,"June",0
"Hagridland","Sino-Implant",2017,"July",0
"Hagridland","Sino-Implant",2017,"August",0
"Hagridland","Sino-Implant",2017,"September",0
"Hagridland","Sino-Implant",2017,"October",0
"Hagridland","Sino-Implant",2017,"November",0
"Hagridland","Sino-Implant",2017,"December",0
"Hagridland","Spermicides",2017,"January",0
"Hagridland","Spermicides",2017,"February",0
"Hagridland","Spermicides",2017,"March",0
"Hagridland","Spermicides",2017,"April",0
"Hagridland","Spermicides",2017,"May",0
"Hagridland","Spermicides",2017,"June",0
"Hagridland","Spermicides",2017,"July",0
"Hagridland","Spermicides",2017,"August",0
"Hagridland","Spermicides",2017,"September",0
"Hagridland","Spermicides",2017,"October",0
"Hagridland","Spermicides",2017,"November",0
"Hagridland","Spermicides",2017,"December",0
"Hagridland","Tubal Ligation (F)",2017,"January",6680
"Hagridland","Tubal Ligation (F)",2017,"February",6566
"Hagridland","Tubal Ligation (F)",2017,"March",6537
"Hagridland","Tubal Ligation (F)",2017,"April",6604
"Hagridland","Tubal Ligation (F)",2017,"May",6996
"Hagridland","Tubal Ligation (F)",2017,"June",6958
"Hagridland","Tubal Ligation (F)",2017,"July",7025
"Hagridland","Tubal Ligation (F)",2017,"August",7049
"Hagridland","Tubal Ligation (F)",2017,"September",6882
"Hagridland","Tubal Ligation (F)",2017,"October",6948
"Hagridland","Tubal Ligation (F)",2017,"November",6614
"Hagridland","Tubal Ligation (F)",2017,"December",6513
"Hagridland","Vaginal barrier",2017,"January",0
"Hagridland","Vaginal barrier",2017,"February",0
"Hagridland","Vaginal barrier",2017,"March",0
"Hagridland","Vaginal barrier",2017,"April",0
"Hagridland","Vaginal barrier",2017,"May",0
"Hagridland","Vaginal barrier",2017,"June",0
"Hagridland","Vaginal barrier",2017,"July",0
"Hagridland","Vaginal barrier",2017,"August",0
"Hagridland","Vaginal barrier",2017,"September",0
"Hagridland","Vaginal barrier",2017,"October",0
"Hagridland","Vaginal barrier",2017,"November",0
"Hagridland","Vaginal barrier",2017,"December",0
"Hagridland","Vasectomy (M)",2017,"January",299
"Hagridland","Vasectomy (M)",2017,"February",295
"Hagridland","Vasectomy (M)",2017,"March",300
"Hagridland","Vasectomy (M)",2017,"April",294
"Hagridland","Vasectomy (M)",2017,"May",279
"Hagridland","Vasectomy (M)",2017,"June",280
"Hagridland","Vasectomy (M)",2017,"July",298
"Hagridland","Vasectomy (M)",2017,"August",279
"Hagridland","Vasectomy (M)",2017,"September",276
"Hagridland","Vasectomy (M)",2017,"October",274
"Hagridland","Vasectomy (M)",2017,"November",275
"Hagridland","Vasectomy (M)",2017,"December",295
"Hagridland","Combined Oral (COC)",2018,"January",539335
"Hagridland","Combined Oral (COC)",2018,"February",559256
"Hagridland","Combined Oral (COC)",2018,"March",517363
"Hagridland","Combined Oral (COC)",2018,"April",524567
"Hagridland","Combined Oral (COC)",2018,"May",515445
"Hagridland","Combined Oral (COC)",2018,"June",527286
"Hagridland","Combined Oral (COC)",2018,"July",565091
"Hagridland","Combined Oral (COC)",2018,"August",563174
"Hagridland","Combined Oral (COC)",2018,"September",541202
"Hagridland","Combined Oral (COC)",2018,"October",553251
"Hagridland","Combined Oral (COC)",2018,"November",555970
"Hagridland","Combined Oral (COC)",2018,"December",521281
"Hagridland","Copper- T 380-A IUD",2018,"January",56894
"Hagridland","Copper- T 380-A IUD",2018,"February",52705
"Hagridland","Copper- T 380-A IUD",2018,"March",54826
"Hagridland","Copper- T 380-A IUD",2018,"April",53998
"Hagridland","Copper- T 380-A IUD",2018,"May",56119
"Hagridland","Copper- T 380-A IUD",2018,"June",53341
"Hagridland","Copper- T 380-A IUD",2018,"July",54396
"Hagridland","Copper- T 380-A IUD",2018,"August",55484
"Hagridland","Copper- T 380-A IUD",2018,"September",51930
"Hagridland","Copper- T 380-A IUD",2018,"October",55796
"Hagridland","Copper- T 380-A IUD",2018,"November",53028
"Hagridland","Copper- T 380-A IUD",2018,"December",54428
"Hagridland","Depo Provera (DMPA)",2018,"January",175887
"Hagridland","Depo Provera (DMPA)",2018,"February",175771
"Hagridland","Depo Provera (DMPA)",2018,"March",179895
"Hagridland","Depo Provera (DMPA)",2018,"April",186708
"Hagridland","Depo Provera (DMPA)",2018,"May",179636
"Hagridland","Depo Provera (DMPA)",2018,"June",186449
"Hagridland","Depo Provera (DMPA)",2018,"July",180214
"Hagridland","Depo Provera (DMPA)",2018,"August",176362
"Hagridland","Depo Provera (DMPA)",2018,"September",190573
"Hagridland","Depo Provera (DMPA)",2018,"October",186130
"Hagridland","Depo Provera (DMPA)",2018,"November",190457
"Hagridland","Depo Provera (DMPA)",2018,"December",189982
"Hagridland","EC",2018,"January",100616
"Hagridland","EC",2018,"February",100837
"Hagridland","EC",2018,"March",95928
"Hagridland","EC",2018,"April",99958
"Hagridland","EC",2018,"May",97935
"Hagridland","EC",2018,"June",97397
"Hagridland","EC",2018,"July",98814
"Hagridland","EC",2018,"August",102937
"Hagridland","EC",2018,"September",98156
"Hagridland","EC",2018,"October",102844
"Hagridland","EC",2018,"November",101374
"Hagridland","EC",2018,"December",95834
"Hagridland","Female Condom",2018,"January",0
"Hagridland","Female Condom",2018,"February",0
"Hagridland","Female Condom",2018,"March",0
"Hagridland","Female Condom",2018,"April",0
"Hagridland","Female Condom",2018,"May",0
"Hagridland","Female Condom",2018,"June",0
"Hagridland","Female Condom",2018,"July",0
"Hagridland","Female Condom",2018,"August",0
"Hagridland","Female Condom",2018,"September",0
"Hagridland","Female Condom",2018,"October",0
"Hagridland","Female Condom",2018,"November",0
"Hagridland","Female Condom",2018,"December",0
"Hagridland","Implanon",2018,"January",122
"Hagridland","Implanon",2018,"February",113
"Hagridland","Implanon",2018,"March",117
"Hagridland","Implanon",2018,"April",114
"Hagridland","Implanon",2018,"May",125
"Hagridland","Implanon",2018,"June",123
"Hagridland","Implanon",2018,"July",116
"Hagridland","Implanon",2018,"August",120
"Hagridland","Implanon",2018,"September",115
"Hagridland","Implanon",2018,"October",125
"Hagridland","Implanon",2018,"November",123
"Hagridland","Implanon",2018,"December",113
"Hagridland","Jadelle",2018,"January",12565
"Hagridland","Jadelle",2018,"February",12370
"Hagridland","Jadelle",2018,"March",11900
"Hagridland","Jadelle",2018,"April",11814
"Hagridland","Jadelle",2018,"May",11705
"Hagridland","Jadelle",2018,"June",12241
"Hagridland","Jadelle",2018,"July",12456
"Hagridland","Jadelle",2018,"August",12393
"Hagridland","Jadelle",2018,"September",12534
"Hagridland","Jadelle",2018,"October",11877
"Hagridland","Jadelle",2018,"November",12029
"Hagridland","Jadelle",2018,"December",11735
"Hagridland","LAM",2018,"January",6659
"Hagridland","LAM",2018,"February",7166
"Hagridland","LAM",2018,"March",6909
"Hagridland","LAM",2018,"April",7141
"Hagridland","LAM",2018,"May",6521
"Hagridland","LAM",2018,"June",7190
"Hagridland","LAM",2018,"July",6897
"Hagridland","LAM",2018,"August",7052
"Hagridland","LAM",2018,"September",6813
"Hagridland","LAM",2018,"October",6570
"Hagridland","LAM",2018,"November",6802
"Hagridland","LAM",2018,"December",6545
"Hagridland","LNG-IUS",2018,"January",9218
"Hagridland","LNG-IUS",2018,"February",9457
"Hagridland","LNG-IUS",2018,"March",9225
"Hagridland","LNG-IUS",2018,"April",8913
"Hagridland","LNG-IUS",2018,"May",8822
"Hagridland","LNG-IUS",2018,"June",9467
"Hagridland","LNG-IUS",2018,"July",8681
"Hagridland","LNG-IUS",2018,"August",9110
"Hagridland","LNG-IUS",2018,"September",8672
"Hagridland","LNG-IUS",2018,"October",9028
"Hagridland","LNG-IUS",2018,"November",9316
"Hagridland","LNG-IUS",2018,"December",8920
"Hagridland","Lunelle",2018,"January",3921
"Hagridland","Lunelle",2018,"February",4251
"Hagridland","Lunelle",2018,"March",4274
"Hagridland","Lunelle",2018,"April",3944
"Hagridland","Lunelle",2018,"May",4271
"Hagridland","Lunelle",2018,"June",4148
"Hagridland","Lunelle",2018,"July",4055
"Hagridland","Lunelle",2018,"August",4047
"Hagridland","Lunelle",2018,"September",4140
"Hagridland","Lunelle",2018,"October",4149
"Hagridland","Lunelle",2018,"November",4045
"Hagridland","Lunelle",2018,"December",3923
"Hagridland","Male Condom",2018,"January",10809505
"Hagridland","Male Condom",2018,"February",11488579
"Hagridland","Male Condom",2018,"March",11780773
"Hagridland","Male Condom",2018,"April",11101699
"Hagridland","Male Condom",2018,"May",11803524
"Hagridland","Male Condom",2018,"June",10874938
"Hagridland","Male Condom",2018,"July",11559305
"Hagridland","Male Condom",2018,"August",10786754
"Hagridland","Male Condom",2018,"September",11608909
"Hagridland","Male Condom",2018,"October",11715340
"Hagridland","Male Condom",2018,"November",11030973
"Hagridland","Male Condom",2018,"December",10981369
"Hagridland","Noristerat (NET-En)",2018,"January",1942
"Hagridland","Noristerat (NET-En)",2018,"February",1924
"Hagridland","Noristerat (NET-En)",2018,"March",1982
"Hagridland","Noristerat (NET-En)",2018,"April",1885
"Hagridland","Noristerat (NET-En)",2018,"May",1863
"Hagridland","Noristerat (NET-En)",2018,"June",1920
"Hagridland","Noristerat (NET-En)",2018,"July",1902
"Hagridland","Noristerat (NET-En)",2018,"August",2005
"Hagridland","Noristerat (NET-En)",2018,"September",1839
"Hagridland","Noristerat (NET-En)",2018,"October",1903
"Hagridland","Noristerat (NET-En)",2018,"November",1959
"Hagridland","Noristerat (NET-En)",2018,"December",1941
"Hagridland","Other Injectable",2018,"January",0
"Hagridland","Other Injectable",2018,"February",0
"Hagridland","Other Injectable",2018,"March",0
